Index,Questions
2132,Explain the concept of blocks under Ansible?
2133,Do you have any idea of how to turn off the facts in Ansible?
2134,What are the registered variables under Ansible?
2135,"By default, the Ansible reboot module waits for how many seconds. Is there any way to increase it?"
2136,What do you understand by the term idempotency?
2137,"Can you copy files recursively onto a target host? If yes, how?"
2138,Can you keep data secret in the playbook?
2139,"Can docker modules be implemented in Ansible? If so, how can you use it?"
2140,How do you test Ansible projects?
2141,What is AWS Lambda?
2142,What are the languages supported by AWS Lambda?
2143,What is automated deployment?
2144,What is Auto Scaling in Lambda?
2145,What type of storage is provided by Amazon?
2146,"While performing DDOS, what is the limit for execution in Lambda?"
2147,What do you think makes Lambda a timesaving approach?
2148,What is your understanding of AMI?
2149,Do you think there is a relation between Instance and AMI?
2150,What are the best practices for security in Lambda? 
2151,What is elastic blockage storage in Lambda? 
2152,How does Lambda handle failure during event processing? 
2153,Is vertical scaling possible in Lambda? 
2154,What are the limitations of AWS Lambda? 
2155,How is a Lambda function executed?
2156,Name a simple method to improve performance in AWS Lambda.
2157,In how many ways can AWS Lambda be used?
2158,How does AWS Lambda secure my code? 
2159,What is serverless computing?
2160,What is the procedure to build an AMI ?
2161,Do Lambda-based functions stay available after the code or configuration is changed? 
2162,What are the restrictions applied to the AWS Lambda function code? 
2163,How to get started with a serverless application? 
2164,What are the disadvantages of using the serverless approach? 
2165,What is the difference between an anonymous class and the Lambda function? 
2166,Is Lambda Expression a nameless suspension of code?
2167,What kind of code can run on AWS Lambda? 
2168,What are final variables and effectively final variables in Lambda? 
2169,How does AWS Lambda work? 
2170,What can one build with AWS Lambda? 
2171,What is Ethical Hacking?
2172,What is the difference between Ethical Hacking and Cybersecurity?
2173,What are the advantages and disadvantages of hacking?
2174,What are the different types of hackers?
2175,What is the difference between Asymmetric and Symmetric encryption? 
2176,How can you avoid ARP poisoning? 
2177,What can an ethical hacker do? 
2178,Why is Python utilized for hacking? 
2179,What is Pharming and Defacement? 
2180,What is Cowpatty? 
2181,What is Network Enumeration? 
2182,Distinguish between phishing and spoofing? 
2183,What is network sniffing?
2184,"What is network security, and what are its types?"
2185,"What are network protocols, and why are they necessary?"
2186,What do you understand by footprinting in ethical hacking? What are the techniques utilized for foot printing? 
2187,What is the difference between encryption and hashing?
2188,What is CIA Triad?
2189,What is the difference between VA and PT?
2190,What is a firewall?
2191,What is data leakage? How will you detect and prevent it?
2192,What are the hacking stages? Explain each stage. 
2193,What are the tools used for ethical hacking?
2194,What is MAC Flooding?
2195,What is sniffing? Explain its types in Ethical Hacking.
2196,What is an intrusion detection system (IDS)?
2197,What is Defense in Depth?
2198,What is a security operations center (SOC)?
2199,What is penetration testing? Mention some popular penetration testing tools.
2200,What is network traffic monitoring and analysis?
2201,What is the difference between RPO and RTO?
2202,Explain how you can stop your website getting hacked?
2203,What is Burp Suite? What tools does it contain?
2204,What is SQL injection and its types?
2205,What's a denial of service (DOS) attack and what are the common forms?
2206,Which programming language is used for hacking?
2207,What is meant by spoofing attack?
2208,What are the different types of spoofing?
2209,What is active and passive reconnaissance?
2210,Differentiate Between a MAC and an IP Address?
2211,What is SSL and why is it not enough when it comes to encryption?
2212,What is cryptography?
2213,What is traceroute? Mention its uses.
2214,What is a firewall? Mention its uses.
2215,What is a three-way handshake?
2216,What is a response code? List them.
2217,What is the CIA triad?
2218,What are the common cyberattacks?
2219,What is data leakage?
2220,Explain port scanning.
2221,Explain brute force attack and the ways to prevent it.
2222,Explain the difference between hashing and encryption.
2223,What is the difference between vulnerability assessment (VA) and penetration testing (PT)?
2224,Mention the steps to set up a firewall.
2225,What is SSL encryption?
2226,What steps will you take to secure a server?
2227,What is the difference between HIDS and NIDS?
2228,Mention the difference between symmetric and asymmetric encryption.
2229,What is the difference between IDS and IPS?
2230,What are the different layers of the OSI model?
2231,What is a VPN?
2232,"What do you understand by risk, vulnerability, and threat in a network?"
2233,How do you prevent identity theft?
2234,"Who are White Hat, Grey Hat, and Black Hat Hackers?"
2235,"When should you do patch management, and how often?"
2236,What are the ways to reset a password-protected BIOS configuration?
2237,Explain the MITM attack. How to prevent it?
2238,Explain the DDoS attack. How to prevent it?
2239,Explain the XSS attack. How to prevent it?
2240,"What is an ARP, and how does it work?"
2241,What is port blocking within LAN?
2242,What are the protocols that fall under the TCP/IP Internet layer?
2243,What is a botnet?
2244,What are salted hashes?
2245,Explain SSL and TLS.
2246,What is data protection in transit vs data protection at rest?
2247,"What is 2FA, and how can it be implemented for public websites?"
2248,What do you mean by Cognitive Cybersecurity?
2249,What is the difference between VPN and VLAN?
2250,Explain phishing. How to prevent it?
2251,Explain SQL injection. How to prevent it?
2252,You have a suture from where you receive the following email from the help desk:
2253,You get an e-card in your mail from a friend. It asks you to download an attachment to view the card. What will you do? Justify your answer.
2254,"A staff member in a company subscribes to various free magazines. To activate the subscription, the first magazine asks her for her birth month, the second magazine asks for her birth year, and the third magazine asks for her maiden name. What do you deduce from the above situation? Justify your answer."
2255,"To print billing, you have to provide your login credentials in your computing labs. Recently, people started to get a bill for the print, which was never done by them. When they called to complain, the bill turned out to be correct. How do you explain the above situation? "
